leg_id,full_name,first_name,middle_name,last_name,suffixes,nickname,active,level,country,state,chamber,district,party,votesmart_id,transparencydata_id,photo_url,created_at,updated_at,leadership,order,Rules,Appropriations,Calendar,Aging,Criminal Commitments,Dyslexia,Environmental Flows,Bexar,Criminal Justice,Aquifer,HHS,Windstorm,Finance Weights,Rating
TXL000329,Larry Phillips,Larry,,Phillips,,,TRUE,state,us,tx,lower,62,Republican,49937,a8a76e75150949818a26d8aa2f5e1f63,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4160.jpg,51:42.5,43:28.3,1,173,0,0,0,0,0,0,0,0,1,0,0,0,0,91
TXL000401,Joe Pickett,Joe,,Pickett,,,TRUE,state,us,tx,lower,79,Democratic,5563,9398fd8c4d594f9b9f0af7383cc3df30,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4180.jpg,24:08.3,43:28.2,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000331,Joseph Pickett,Joseph,,Pickett,,,FALSE,state,us,tx,lower,,,5563,9398fd8c4d594f9b9f0af7383cc3df30,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4180.jpg,51:42.5,41:26.1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,53
TXL000332,Paula Pierson,Paula,,Pierson,,,FALSE,state,us,tx,lower,,,58009,aefdfde7c0be4f58a2d494eccc110ca2,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4175.jpg,51:42.5,41:26.1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,34
TXL000330,Jim Pitts,Jim,,Pitts,,,TRUE,state,us,tx,lower,10,Republican,5564,9fb0e8b49f0f4a5dae2745c576138b4a,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4185.jpg,51:42.5,43:28.2,1,174,0,1,0,0,0,0,0,0,0,0,0,0,0,89
TXL000402,Four Price,Four,,Price,,,TRUE,state,us,tx,lower,87,Republican,116959,049bf99735564aa2abd439664bc7087b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2185.jpg,24:08.4,43:28.1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000333,Chente Quintanilla,Chente,,Quintanilla,,,TRUE,state,us,tx,lower,75,Democratic,49736,ddfa240813a043b1a915f16a4cd370bc,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4230.jpg,51:42.5,43:28.1,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000415,John Raney,John,,Raney,,,TRUE,state,us,tx,lower,14,Republican,,,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2315.jpg,54:58.5,43:28.2,0,111,0,1,0,0,0,0,0,0,0,0,0,0,0,
TXL000403,Richard Peձa Raymond,Richard Peձa,,Raymond,,,TRUE,state,us,tx,lower,42,Democratic,5571,eba8da00fdcd4ead93a169e21c23c33d,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4215.jpg,24:08.4,43:28.0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000334,Richard Raymond,Richard,,Raymond,,,FALSE,state,us,tx,lower,,,5571,eba8da00fdcd4ead93a169e21c23c33d,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4215.jpg,51:42.5,41:26.1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000404,Ron Reynolds,Ron,,Reynolds,,,TRUE,state,us,tx,lower,27,Democratic,102294,d1109a2a70864db6a1f4f5338a643eb6,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2040.jpg,24:08.4,43:28.3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,30
TXL000335,Debbie Riddle,Debbie,,Riddle,,,TRUE,state,us,tx,lower,150,Republican,49847,e02759f84b7540f6aeb9c4580d3c100d,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4220.jpg,51:42.5,43:28.1,0,175,0,1,0,0,0,0,0,0,0,0,0,0,0,90
TXL000336,Tara Rios Ybarra,Tara,,Rios Ybarra,,,FALSE,state,us,tx,lower,,,102267,e75b484548f24f49a5e91aa44e781ade,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4225.jpg,51:42.5,41:26.1,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,55
TXL000337,,Allan,,Ritter,,,TRUE,state,us,tx,lower,21,Republican,25363,22208d86141648db9fe113752fdc2042,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4250.jpg,51:42.6,43:28.0,1,176,0,0,1,0,0,0,1,0,0,0,0,0,0,55
TXL000338,Eddie Rodriguez,Eddie,,Rodriguez,,,TRUE,state,us,tx,lower,51,Democratic,49637,52bae7ea9df949e6b7a431d5444db201,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4270.jpg,51:42.6,43:28.1,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000414,Jose Rodriguez,Jose,,Rodriguez,,,TRUE,state,us,tx,upper,29,Democratic,117009,2dc5243cf90b4c578a19aae469d7f011,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1005.jpg,24:08.6,43:28.4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,60
TXL000339,Patrick Rose,Patrick,,Rose,,,FALSE,state,us,tx,lower,,,49709,e383094f94284f2eb4d95f64393e1f1e,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4350.jpg,51:42.6,41:26.1,1,88,0,0,0,0,1,0,0,0,0,0,1,0,0,64
TXL000405,Charles Schwertner,Charles,,Schwertner,,,TRUE,state,us,tx,lower,20,Republican,116941,6d53976941b44bce98877def7e4c3343,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2035.jpg,24:08.4,43:28.0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,84
TXL000406,Connie Scott,Connie,,Scott,,,TRUE,state,us,tx,lower,34,Republican,102028,de8031bcb4d640ed8b9ddd45e12a5791,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2050.jpg,24:08.3,43:28.1,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,90
TXL000203,Kel Seliger,Kel,,Seliger,,,TRUE,state,us,tx,upper,31,Republican,49550,11e9ea4ef5c6410aad1639509f06a9bd,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1460.jpg,51:42.1,43:28.4,1,222,0,0,0,0,0,0,0,0,1,0,0,0,0,83
TXL000204,Florence Shapiro,Florence,,Shapiro,,,TRUE,state,us,tx,upper,8,Republican,5456,ea0128d15de0457a872c6623482e50a8,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1530.jpg,51:42.1,43:28.4,1,223,0,0,0,0,0,0,0,0,0,0,0,0,1,92
TXL000205,Eliot Shapleigh,Eliot,,Shapleigh,,,FALSE,state,us,tx,upper,,,9968,91160a5abbf14fc98a6861d616a20231,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1540.jpg,51:42.1,41:26.1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,33
TXL000407,Kenneth Sheets,Kenneth,,Sheets,,,TRUE,state,us,tx,lower,107,Republican,117472,5702371b294a416a876776b8ad8280ba,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2225.jpg,24:08.3,43:28.2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000340,Ralph Sheffield,Ralph,,Sheffield,,,TRUE,state,us,tx,lower,55,Republican,102041,105c922876ae4869a9a2620306c5aac6,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4430.jpg,51:42.6,43:28.3,0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000341,Mark Shelton,Mark,,Shelton,,,TRUE,state,us,tx,lower,97,Republican,102058,5ad2dbe669564c22af2a77e4dae0a46a,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4450.jpg,51:42.6,43:28.3,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000408,David Simpson,David,,Simpson,,,TRUE,state,us,tx,lower,7,Republican,116936,9bd069f29096467c813723ee62f1677d,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2025.jpg,24:08.3,43:28.1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,75
TXL000342,Wayne Smith,Wayne,,Smith,,,TRUE,state,us,tx,lower,128,Republican,50030,9b21641606cd41f9a2b9f4880fb91b60,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4540.jpg,51:42.6,43:28.4,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,82
TXL000343,Todd Smith,Todd,,Smith,,,TRUE,state,us,tx,lower,92,Republican,10034,0c2f5a6875054f42943db42baac27635,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4525.jpg,51:42.6,43:28.4,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,73
TXL000344,John Smithee,John,,Smithee,,,TRUE,state,us,tx,lower,86,Republican,5581,a902eb4f71aa42f595e912b72425ac04,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4530.jpg,51:42.6,43:28.2,1,181,0,0,0,0,0,0,0,0,0,0,0,1,0,82
TXL000345,Burt Solomons,Burt,,Solomons,,,TRUE,state,us,tx,lower,65,Republican,5583,6eb68cd41a0c42e4b70ef27b24412af1,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4505.jpg,51:42.6,43:28.0,1,182,0,0,1,0,0,0,0,0,0,0,0,0,0,60
TXL000346,Mark Strama,Mark,,Strama,,,TRUE,state,us,tx,lower,50,Democratic,49688,43aea28493c049da9ff1177c02c08d53,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4545.jpg,51:42.6,43:28.3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,55
TXL000347,Joe Straus,Joe,,Straus,,,TRUE,state,us,tx,lower,121,Republican,49917,86be597536624f9e98eacf50981f50e8,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4565.jpg,51:42.6,43:28.4,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
TXL000348,David Swinford,David,,Swinford,,,FALSE,state,us,tx,lower,,,5585,9651d898d9924efcb68cdb6c84a34385,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4570.jpg,51:42.6,41:26.1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,82
TXL000350,Van Taylor,Van,,Taylor,,,TRUE,state,us,tx,lower,66,Republican,59392,899eac080af34289bc256f8a56829239,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4605.jpg,51:42.6,43:28.4,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,79
TXL000349,Larry Taylor,Larry,,Taylor,,,TRUE,state,us,tx,lower,24,Republican,25471,3b3b9d6ec7d54e0682ddb11b1ae6f471,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4600.jpg,51:42.6,43:28.3,0,183,0,0,0,0,0,0,0,0,0,0,0,1,0,80
TXL000351,Kristi Thibaut,Kristi,,Thibaut,,,FALSE,state,us,tx,lower,,,59408,510aa418418e4096b476c61eabbc3c1b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4625.jpg,51:42.6,41:26.1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000352,Senfronia Thompson,Senfronia,,Thompson,,,TRUE,state,us,tx,lower,141,Democratic,8012,834e37faaa95458b968a4fb721926c9d,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4630.jpg,51:42.6,43:28.3,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000409,Raul Torres,Raul,,Torres,,,TRUE,state,us,tx,lower,33,Republican,102027,ddbfd1dfce2c44d9a8900e923891d4f2,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2045.jpg,24:08.3,43:28.3,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000353,Vicki Truitt,Vicki,,Truitt,,,TRUE,state,us,tx,lower,98,Republican,25434,c46fc7983d7f4316866c593955d58982,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4650.jpg,51:42.6,43:28.4,1,185,0,0,0,0,0,0,0,0,0,0,0,0,0,82
TXL000355,Sylvester Turner,Sylvester,,Turner,,,TRUE,state,us,tx,lower,139,Democratic,8018,3ce3af12d7c5459f855a187bb2497565,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4685.jpg,51:42.6,43:28.4,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,30
TXL000354,Chris Turner,Chris,,Turner,,,FALSE,state,us,tx,lower,,,102270,07f826f8e5ff4b6ebf695774a7b5f8ce,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4680.jpg,51:42.6,41:26.1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000206,Carlos Uresti,Carlos,,Uresti,,,TRUE,state,us,tx,upper,19,Democratic,15218,6383cd88a7ce48dbbb277dccb1a64022,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1605.jpg,51:42.1,43:28.4,0,224,0,0,0,0,0,0,0,1,0,1,0,0,0,42
TXL000207,Leticia Van de Putte,Leticia,,Van de Putte,,,TRUE,state,us,tx,upper,26,Democratic,8021,9aeb3d3d751d408e8008de37a1d48740,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1615.jpg,51:42.1,43:28.4,1,225,0,0,0,0,0,0,0,0,0,0,0,1,0,42
TXL000356,Allen Vaught,Allen,,Vaught,,,FALSE,state,us,tx,lower,,,58225,cd756c82e9784c57ac0524de71752ac8,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4780.jpg,51:42.6,41:26.1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000357,Marc Veasey,Marc,,Veasey,,,TRUE,state,us,tx,lower,95,Democratic,49671,d4ead0193f4740948eeb7929754ee609,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4725.jpg,51:42.6,43:28.3,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000358,Mike Villarreal,Mike,,Villarreal,,,TRUE,state,us,tx,lower,123,Democratic,49416,0f4a58855bbc49b9a6174faace2df26d,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4800.jpg,51:42.6,43:28.3,0,188,0,1,0,0,0,0,0,0,0,0,0,0,1,36
TXL000359,Hubert Vo,Hubert,,Vo,,,TRUE,state,us,tx,lower,149,Democratic,49576,60de2fe921114d62bf726502f4126746,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4900.jpg,51:42.7,43:28.2,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000360,Armando Walle,Armando,,Walle,,,TRUE,state,us,tx,lower,140,Democratic,102289,7a582fbdca7c4ad890d5bbb84e7d1082,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4930.jpg,51:42.7,43:28.0,0,41,1,0,0,e,0,0,0,0,0,0,0,0,0,36
TXL000208,Kirk Watson,Kirk,,Watson,,,TRUE,state,us,tx,upper,14,Democratic,57991,09af32f667db43c7a200be9efe778369,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1610.jpg,51:42.1,43:28.4,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,42
TXL000361,Randy Weber,Randy,,Weber,,,TRUE,state,us,tx,lower,29,Republican,102026,9ece740b0e7a4bb0ae7150709e3a58ab,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4950.jpg,51:42.7,43:28.3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000209,Jeff Wentworth,Jeff,,Wentworth,,,TRUE,state,us,tx,upper,25,Republican,5462,4c3c979d5c1d4d0993bce25ef24cb3e1,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1620.jpg,51:42.1,43:28.4,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,67
TXL000210,Royce West,Royce,,West,,,TRUE,state,us,tx,upper,23,Democratic,5463,bf3b3664d0ca408d9213cf707cc9a557,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1625.jpg,51:42.1,43:28.4,1,228,0,0,0,0,0,0,0,0,0,0,0,0,1,42
TXL000410,James White,James,,White,,,TRUE,state,us,tx,lower,12,Republican,116939,40643dce2541496eb30c0c8851d573fc,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2030.jpg,24:08.4,43:28.2,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,80
TXL000211,John Whitmire,John,,Whitmire,,,TRUE,state,us,tx,upper,15,Democratic,5464,c2c2d651cb9f4bd3b00364f8d9b84715,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1650.jpg,51:42.1,43:28.4,1,229,0,0,0,0,1,0,0,0,1,0,0,0,0,42
TXL000212,Tommy Williams,Tommy,,Williams,,,TRUE,state,us,tx,upper,4,Republican,9962,9ddd53548f3c4e6e8a0da55826f8016c,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1655.jpg,51:42.1,43:28.4,1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,92
TXL000362,Beverly Woolley,Beverly,,Woolley,,,TRUE,state,us,tx,lower,136,Republican,8034,5fbba130246f40efb86759ff0a0e3ace,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A5005.jpg,51:42.7,43:28.0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000411,Paul Workman,Paul,,Workman,,,TRUE,state,us,tx,lower,47,Republican,116948,719c281b01e2429d87801e323475a9f5,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2075.jpg,24:08.3,43:28.3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000213,Judith Zaffirini,Judith,,Zaffirini,,,TRUE,state,us,tx,upper,21,Democratic,5465,6c110ce2dbd94a24996b13c9e2343fc0,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1700.jpg,51:42.1,43:28.0,1,128,0,0,0,0,0,0,0,0,0,0,1,0,0,50
TXL000412,William Zedler,William,,Zedler,,,TRUE,state,us,tx,lower,96,Republican,49612,9aeb3d3d751d408e8008de37a1d48740,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A5150.jpg,24:08.3,43:28.4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000363,John Zerwas,John,,Zerwas,,,TRUE,state,us,tx,lower,28,Republican,56718,1491b7da52fb43a396a24d82c9fbe12b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A5170.jpg,51:42.7,43:28.2,1,190,0,1,0,0,0,0,0,0,0,0,0,0,0,70
