level,country,state,session,chamber,bill_id,type,name,leg_id
state,us,co,2011A,lower,HJR 11-1006,primary,MORSE,COL000020
state,us,co,2011A,lower,HJR 11-1027,primary,STEPHENS,COL000051
state,us,co,2011A,lower,HJR 11-1027,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1001,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1001,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1022,primary,SCOTT,COL000037
state,us,co,2011A,lower,HB 11-1022,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1073,primary,BARKER,COL000085
state,us,co,2011A,lower,HB 11-1073,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1175,primary,BALMER,COL000074
state,us,co,2011A,lower,HB 11-1175,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1278,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1278,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1291,primary,MCNULTY,COL000060
state,us,co,2011A,lower,HB 11-1291,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1093,primary,BRADFORD,COL000096
state,us,co,2011A,lower,HB 11-1093,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1284,primary,LISTON,COL000086
state,us,co,2011A,lower,HB 11-1284,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1304,primary,SZABO,COL000050
state,us,co,2011A,lower,HB 11-1304,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1322,primary,LOOPER,COL000087
state,us,co,2011A,lower,HB 11-1322,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1065,primary,BALMER,COL000074
state,us,co,2011A,lower,HB 11-1065,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1240,primary,SWALM,COL000097
state,us,co,2011A,lower,HB 11-1240,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1297,primary,MURRAY,COL000058
state,us,co,2011A,lower,HB 11-1297,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1320,primary,JOSHI,COL000084
state,us,co,2011A,lower,HB 11-1320,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1321,primary,LOOPER,COL000087
state,us,co,2011A,lower,HB 11-1321,primary,CADMAN,COL000021
state,us,co,2011A,lower,HB 11-1044,primary,HOLBERT,COL000057
state,us,co,2011A,lower,HB 11-1044,primary,RENFROE,COL000022
state,us,co,2011A,lower,HB 11-1060,primary,TODD,COL000062
state,us,co,2011A,lower,HB 11-1060,primary,RENFROE,COL000022
state,us,co,2011A,lower,HB 11-1082,primary,VAAD,COL000098
state,us,co,2011A,lower,HB 11-1082,primary,RENFROE,COL000022
state,us,co,2011A,lower,HB 11-1174,primary,VAAD,COL000098
state,us,co,2011A,lower,HB 11-1174,primary,RENFROE,COL000022
state,us,co,2011A,lower,HB 11-1176,primary,RAMIREZ,COL000039
state,us,co,2011A,lower,HB 11-1176,primary,RENFROE,COL000022
state,us,co,2011A,lower,HB 11-1250,primary,ACREE,COL000061
state,us,co,2011A,lower,HB 11-1250,primary,RENFROE,COL000022
state,us,co,2011A,lower,HB 11-1309,primary,BAUMGARDNER,COL000099
state,us,co,2011A,lower,HB 11-1309,primary,RENFROE,COL000022
state,us,co,2011A,lower,HB 11-1089,primary,CONTI,COL000076
state,us,co,2011A,lower,HB 11-1089,primary,KING K.,COL000023
state,us,co,2011A,lower,HB 11-1121,primary,RAMIREZ,COL000039
state,us,co,2011A,lower,HB 11-1121,primary,KING K.,COL000023
state,us,co,2011A,lower,HJR 11-1025,primary,LOOPER,COL000087
state,us,co,2011A,lower,HJR 11-1025,primary,KING K.,COL000023
state,us,co,2011A,lower,HB 11-1184,primary,MCCANN,COL000072
state,us,co,2011A,lower,HB 11-1184,primary,KING K.,COL000023
state,us,co,2011A,lower,HB 11-1189,primary,FIELDS,COL000059
state,us,co,2011A,lower,HB 11-1189,primary,KING K.,COL000023
state,us,co,2011A,lower,HB 11-1299,primary,BARKER,COL000085
state,us,co,2011A,lower,HB 11-1299,primary,KING K.,COL000023
state,us,co,2011A,lower,HB 11-1048,primary,SWALM,COL000097
state,us,co,2011A,lower,HB 11-1048,primary,LUNDBERG,COL000024
state,us,co,2011A,lower,HB 11-1095,primary,NIKKEL,COL000073
state,us,co,2011A,lower,HB 11-1095,primary,LUNDBERG,COL000024
state,us,co,2011A,lower,HB 11-1241,primary,DELGROSSO,COL000091
state,us,co,2011A,lower,HB 11-1241,primary,LUNDBERG,COL000024
state,us,co,2011A,lower,HB 11-1025,primary,JOSHI,COL000084
state,us,co,2011A,lower,HB 11-1025,primary,LUNDBERG,COL000024
state,us,co,2011A,lower,HB 11-1057,primary,FISCHER,COL000093
state,us,co,2011A,lower,HB 11-1057,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1071,primary,HAMNER,COL000090
state,us,co,2011A,lower,HB 11-1071,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1199,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1199,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1237,primary,SWERDFEGER,COL000056
state,us,co,2011A,lower,HB 11-1237,primary,BACON,COL000025
state,us,co,2011A,lower,HJR 11-1010,primary,NIKKEL,COL000073
state,us,co,2011A,lower,HJR 11-1010,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1013,primary,SCHAFER S.,COL000047
state,us,co,2011A,lower,HB 11-1013,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1206,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1206,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1235,primary,WILSON,COL000041
state,us,co,2011A,lower,HB 11-1235,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1277,primary,MASSEY,COL000040
state,us,co,2011A,lower,HB 11-1277,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1310,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1310,primary,BACON,COL000025
state,us,co,2011A,lower,HB 11-1155,primary,MCNULTY,COL000060
state,us,co,2011A,lower,HB 11-1155,primary,SHAFFER B.,COL000026
state,us,co,2011A,lower,HJR 11-1021,primary,RYDEN,COL000092
state,us,co,2011A,lower,HJR 11-1021,primary,SHAFFER B.,COL000026
state,us,co,2011A,lower,HB 11-1042,primary,LEVY,COL000081
state,us,co,2011A,lower,HB 11-1042,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1119,primary,LEVY,COL000081
state,us,co,2011A,lower,HB 11-1119,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1165,primary,SOPER,COL000075
state,us,co,2011A,lower,HB 11-1165,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1179,primary,GEROU,COL000048
state,us,co,2011A,lower,HB 11-1179,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1201,primary,HAMNER,COL000090
state,us,co,2011A,lower,HB 11-1201,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1242,primary,FERRANDINO,COL000066
state,us,co,2011A,lower,HB 11-1242,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HJR 11-1026,primary,KEFALAS,COL000094
state,us,co,2011A,lower,HJR 11-1026,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1151,primary,HAMNER,COL000090
state,us,co,2011A,lower,HB 11-1151,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1167,primary,FERRANDINO,COL000066
state,us,co,2011A,lower,HB 11-1167,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1203,primary,LEE,COL000088
state,us,co,2011A,lower,HB 11-1203,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1210,primary,HAMNER,COL000090
state,us,co,2011A,lower,HB 11-1210,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HB 11-1268,primary,LEVY,COL000081
state,us,co,2011A,lower,HB 11-1268,primary,NICHOLSON,COL000027
state,us,co,2011A,lower,HJR 11-1016,primary,LABUDA,COL000063
state,us,co,2011A,lower,HJR 11-1016,primary,HUDAK,COL000028
state,us,co,2011A,lower,HB 11-1126,primary,DURAN,COL000067
state,us,co,2011A,lower,HB 11-1126,primary,HUDAK,COL000028
state,us,co,2011A,lower,HB 11-1209,primary,JONES,COL000082
state,us,co,2011A,lower,HB 11-1209,primary,HEATH,COL000029
state,us,co,2011A,lower,HB 11-1290,primary,LISTON,COL000086
state,us,co,2011A,lower,HB 11-1290,primary,HEATH,COL000029
state,us,co,2011A,lower,HJR 11-1004,primary,TODD,COL000062
state,us,co,2011A,lower,HJR 11-1004,primary,HEATH,COL000029
state,us,co,2011A,lower,HB 11-1130,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1130,primary,HEATH,COL000029
state,us,co,2011A,lower,HB 11-1137,primary,HULLINGHORST,COL000080
state,us,co,2011A,lower,HB 11-1137,primary,HEATH,COL000029
state,us,co,2011A,lower,HB 11-1169,primary,LEVY,COL000081
state,us,co,2011A,lower,HB 11-1169,primary,HEATH,COL000029
state,us,co,2011A,lower,HB 11-1043,primary,MASSEY,COL000040
state,us,co,2011A,lower,HB 11-1043,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1056,primary,KERR A.,COL000049
state,us,co,2011A,lower,HB 11-1056,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1064,primary,WALLER,COL000083
state,us,co,2011A,lower,HB 11-1064,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1104,primary,FERRANDINO,COL000066
state,us,co,2011A,lower,HB 11-1104,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1171,primary,FERRANDINO,COL000066
state,us,co,2011A,lower,HB 11-1171,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1254,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1254,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1256,primary,WALLER,COL000083
state,us,co,2011A,lower,HB 11-1256,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1283,primary,GEROU,COL000048
state,us,co,2011A,lower,HB 11-1283,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1296,primary,KAGAN,COL000065
state,us,co,2011A,lower,HB 11-1296,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1307,primary,BECKER,COL000043
state,us,co,2011A,lower,HB 11-1307,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HJR 11-1013,primary,RAMIREZ,COL000039
state,us,co,2011A,lower,HJR 11-1013,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1017,primary,DURAN,COL000067
state,us,co,2011A,lower,HB 11-1017,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1021,primary,TODD,COL000062
state,us,co,2011A,lower,HB 11-1021,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1053,primary,SOLANO,COL000089
state,us,co,2011A,lower,HB 11-1053,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1146,primary,MASSEY,COL000040
state,us,co,2011A,lower,HB 11-1146,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1259,primary,GEROU,COL000048
state,us,co,2011A,lower,HB 11-1259,primary,STEADMAN,COL000030
state,us,co,2011A,lower,HB 11-1004,primary,BAUMGARDNER,COL000099
state,us,co,2011A,lower,HB 11-1004,primary,HARVEY,COL000031
state,us,co,2011A,lower,HB 11-1107,primary,BAUMGARDNER,COL000099
state,us,co,2011A,lower,HB 11-1107,primary,HARVEY,COL000031
state,us,co,2011A,lower,HB 11-1110,primary,ACREE,COL000061
state,us,co,2011A,lower,HB 11-1110,primary,HARVEY,COL000031
state,us,co,2011A,lower,HB 11-1149,primary,ACREE,COL000061
state,us,co,2011A,lower,HB 11-1149,primary,HARVEY,COL000031
state,us,co,2011A,lower,HJR 11-1009,primary,HOLBERT,COL000057
state,us,co,2011A,lower,HJR 11-1009,primary,HARVEY,COL000031
state,us,co,2011A,lower,HB 11-1003,primary,SUMMERS,COL000053
state,us,co,2011A,lower,HB 11-1003,primary,HARVEY,COL000031
state,us,co,2011A,lower,HB 11-1054,primary,RAMIREZ,COL000039
state,us,co,2011A,lower,HB 11-1054,primary,HARVEY,COL000031
state,us,co,2011A,lower,HB 11-1140,primary,BALMER,COL000074
state,us,co,2011A,lower,HB 11-1140,primary,HARVEY,COL000031
state,us,co,2011A,lower,HB 11-1252,primary,HOLBERT,COL000057
state,us,co,2011A,lower,HB 11-1252,primary,HARVEY,COL000031
state,us,co,2011A,lower,HJR 11-1014,primary,COURT,COL000070
state,us,co,2011A,lower,HJR 11-1014,primary,FOSTER,COL000032
state,us,co,2011A,lower,HB 11-1031,primary,MIKLOSI,COL000071
state,us,co,2011A,lower,HB 11-1031,primary,FOSTER,COL000032
state,us,co,2011A,lower,HB 11-1113,primary,HOLBERT,COL000057
state,us,co,2011A,lower,HB 11-1113,primary,FOSTER,COL000032
state,us,co,2011A,lower,HB 11-1196,primary,SUMMERS,COL000053
